image_path,label
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717922-1a.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804580-12.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607150.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803538｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714722(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717883a.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804606-4.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/49.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1608064｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810941-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/61.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/75.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810515-3.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/59.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717924b.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810494-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805341(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/71.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/65.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805510(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805831.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804606-22.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803717.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714156.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-61.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-75.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810592-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1609031.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-49.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607537｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-6.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1606156｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804580-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714065-1(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714678(6).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810411-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714601(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810800-4.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714422-2(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810411-3.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804580-3.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714628-1(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-7.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607784.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-48.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714049(3).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-74.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-60.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1605781.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714585(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717922-1d.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607633.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607155.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802519｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/64.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810494-3.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/70.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714658(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/58.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810515-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804606-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717924c.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1608064.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717924a.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/8.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804606-3.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/66.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802620.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/72.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810494-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804606-21.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805646(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-76.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-62.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714544-2(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810592-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803648.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-5.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804580-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810411-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804591-9.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805050(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804591-8.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714504-1(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-4.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810592-3.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-63.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803661.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805384(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805576.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-77.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802386.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607181.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804606-20.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/73.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/67.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/9.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810515-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804606-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/14.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/28.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-11.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714127.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1606946｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714585(5).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714047.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-38.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-10.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805505.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-04.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1605162｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1812813-4.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810899-4.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810899-5.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805060.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1606602.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1608064｣ｨ3｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717912-1a.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805183(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714678(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714671(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-05.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802519.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-11.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805510.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-39.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805538.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714605(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803773.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805326(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803745｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-10.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/29.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/15.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714440.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/17.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803215.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-12.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802876.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804988.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803855｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804569-8.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-07.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-13.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717912-1c.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714504-1(5).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1606166.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1604765.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805062.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810899-6.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714057-1(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607537.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805062(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1605892｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607504｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717912-1b.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1605863.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-12.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802268.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-06.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804569-9.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714462(3).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1607899.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1606946.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802693.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802857｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-13.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805665.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805671.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805659.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/16.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805282(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805661.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/12.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717867a.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714504(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-17.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802318.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-02.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805503.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714066-1(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-16.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714462(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804569-12.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805067.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714057-1(3).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1604748.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810899-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1812813-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714504-2(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1812813-3.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810899-3.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714544-1(1).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1803417.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804569-13.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714504-1(4).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-17.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-03.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810838-2.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805489.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/b1714422-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1606130｣ｨ2｣ｩ.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714585(8).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-16.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805060(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/13.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/39.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/11.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1717867b.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0118-14.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804959.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-15.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1805272.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-01.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/0122-29.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1804569-11.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714066-2(1£©.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/B1714422-1(2).JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1605441.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1810899-1.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1604944.JPG,NE_Follicular
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/NE/Follicular/1802938.JPG,NE_Follicular
